ID,Name,Description,URL,Created,Types,Access Modes,Alt. Names / Keywords,Use Proxy,Friendly URL,Subjects,More Info,Map Ct,New,Trial,Featured,Permitted Uses
2504641,Wiley Online Library,"Journals, books, reference works, laboratory protocols and databases covering life, health and physical sciences, social science, and the humanities.",https://onlinelibrary.wiley.com/,2/25/09 16:33,Management Library;Science and Engineering Library;Peabody Library,,,Yes,wileyonline,"Business, Business: Health Care Management, Chemistry, Earth and Environmental Science, Economics, Education, Engineering, Mathematics, Physics and Astronomy, Psychology",,43,No,No,No,
21457143,Witchcraft Collection,"Titles documenting the history of the Inquisition and the persecution of witchcraft. Manifestations of the belief in witchcraft, its geographical boundaries, works on canon law, the Inquisition, torture, demonology, trial testimony, and narratives. Focuses on witchcraft not as folklore or anthropology, but as theology and as religious heresy.",http://ebooks.library.cornell.edu/w/witch/digital.html,5/10/16 14:59,Divinity Library,,CUL witchcraft Collection,No,witchcraft,"Anthropology, History",Coverage: 15th to 19th centuries.,20,No,No,No,
21457144,Women and Social Movements in the United States,"Document projects and archives, including book, film, and website reviews, notes from the archives, and teaching tools; organized around the history of women in social movements.",https://search.alexanderstreet.com/wass/?account_id=14816,5/10/16 14:59,Divinity Library,,Alexander Street,Yes,womensocialmovements,"Church/Religious History, Gender and Sexuality Studies, History, Political Science, Religious Studies",Coverage: 1600-2000.,26,No,No,No,
43017824,Women in The National Archives,Finding aid to women’s studies resources in The National Archives (UK) and original documents covering the campaign for women's suffrage in Britain and the granting of women's suffrage in colonial territories.,https://www.womeninthenationalarchives.amdigital.co.uk/,7/11/18 15:36,Alumni,,Adam Matthew,Yes,womennationalarchives,"Gender and Sexuality Studies, History, Primary Sources",Coverage: 1559-1995 (finding aid); early 20th Century (original documents).,13,No,No,No,
21457147,"Women Working, 1800-1930","Digitized books, manuscripts, and images from the collections of Harvard University Libraries and Museums on the topic of women in the U. S. economy from 1800-1930.",http://ocp.hul.harvard.edu/ww/,5/10/16 14:59,,,,No,womenworking,"Gender and Sexuality Studies, History, Primary Sources",Coverage: 1800-1930.,15,No,No,No,
21457148,Women Writers Online,"Early women’s writing, including full transcriptions of texts published between 1526 and 1850, focusing on materials that are rare or inaccessible.",https://wwo.wwp.northeastern.edu/WWO/search?browse-all=yes,5/10/16 14:59,Divinity Library,,,Yes,womenwriters,"Church/Religious History, English, Religious Studies, Theological Studies",Coverage: 16th to 19th centuries.,2,No,No,No,
21457149,Women's Magazine Archive,"Women’s interest consumer magazines with detailed article-level indexing. Includes Better Homes and Gardens, Chatelaine, Cosmopolitan, Essence, Good Housekeeping, Ladies' Home Journal, Parents, Redbook, Seventeen, WIN News, and Woman's Day.",https://search.proquest.com/wma?accountid=14816,5/10/16 14:59,,,womens,Yes,womensmagazinearchive,"Gender and Sexuality Studies, History, News and Newspapers",Coverage: late-19th century to 2005.,66,No,No,No,
35199686,Women's Studies Archive,"Diaries, letters, photographs, news clippings, organizational records, and journals. History of the social, political, and professional aspects of women's lives and the roles, experiences, and achievements of women in society.",https://link.gale.com/apps/WMNS?u=nash87800,8/24/17 14:36,,,Issues Identities voice vision,Yes,womensstudiesarchive,"Anthropology, Gender and Sexuality Studies, History, Primary Sources",Coverage: 19th and 20th centuries.,29,No,No,No,
35199644,Women's Wear Daily Archive,"Comprehensive archive of Women’s Wear Daily, a fashion industry trade journal.",https://search.proquest.com/wwd/fromDatabasesLayer?accountid=14816,8/24/17 14:34,Law Library;Management Library,,"womens, WWD",Yes,womensweardaily,"Business, Business: Industry Information, Gender and Sexuality Studies, Law",Coverage: 1910-present.,20,No,No,No,
21457151,World Bank Documents & Reports,"Board documents, country focus, economic & sector work, project documents, publications & research.;;",http://www-wds.worldbank.org,5/10/16 14:59,Peabody Library,,World Development Sources group,No,worldbankdocumentsreports,"Economics, Education, Government Information, Political Science",,5,No,No,No,
2504644,World Bank Open Knowledge Repository,"Books, journal articles, and working papers on social and economic development. World Bank flagship and annual publications, data, regional and thematic series, training manuals and handbooks, etc.",https://openknowledge.worldbank.org/home,2/25/09 16:37,Law Library;Management Library;Peabody Library,,World Bank e-library elibrary,No,worldbankelibrary,"Business, Business: Finance and Markets, Business: International Business, Economics, Education, Government Information, Latin American Studies, Law, Political Science",Coverage: 1990s to present.,21,No,No,No,
2504647,World Biographical Information System (WBIS),"Short biographical information on over 6 million people from the 8th century B.C. to the present. Digital facsimile articles from biographical reference works. North and South America, Europe, Australia, New Zealand, and Oceania included.",http://db.saur.de/WBIS/?autologin&user=uninash,2/25/09 16:43,Divinity Library;Management Library,,WBIS,Yes,worldbiographical,"Biblical Studies, Business, Church/Religious History, French, General, History, Italian, Latin American Studies, Portuguese, Religious Studies, Spanish, Theological Studies",Coverage: 16th to 21st centuries.,8,No,No,No,
74887979,World Cities,"Full text of surveys, budgets, statistical records, case studies, planning documents, training manuals, policy guidelines, reports, and news from the world’s top cities, capital cities with populations greater than 20,000 people, major cities in the Global South, and cities with particular research importance - such as those dealing with climate change, political instability, or rapid growth.",https://policycommons.net/modules/world-cities/,1/4/24 8:34,Peabody Library,,policy commons,Yes,worldcities,"Economics, Public Policy Studies",,8,No,No,No,
2504636,World DataBank: World Development Indicators,"Collection of time-series data, and global development indicators. Cross-country comparable statistics about development and people’s lives around the globe and includes national, regional and global estimates.",http://databank.worldbank.org/Data/Views/VariableSelection/SelectVariables.aspx?source=World%20Development%20Indicators,2/25/09 16:25,Management Library;Peabody Library,,"World Bank Databank, WDI",No,worlddatabank,"Business, Business: Finance and Markets, Datasets and Statistics, Economics, Government Information, Latin American Studies, Political Science",Coverage: 1960 to present.,32,No,No,No,
21457152,World News Connection,"Archive of foreign news translated into English. Newspaper articles, television and radio broadcasts, online sources, conference proceedings, periodicals, and non-classified reports.",http://wnc.eastview.com,5/10/16 14:59,,,WNC fbis Foreign Broadcast Information Service Open Source Center open source center archive,Yes,worldnewsconnection,"Government Information, Latin American Studies, News and Newspapers, Political Science",Coverage: 1995 - 2013.,31,No,No,No,
21457153,World News Digest,"Archival record of domestic and international news covering all major political, social, and economic events since November 1940. Facts on File.",https://online.infobaselearning.com/Direct.aspx?aid=98259&pid=WE56,5/10/16 14:59,,,Facts on File,Yes,worldnewsdigest,"Communication Studies, General, Government Information, News and Newspapers, Political Science",Coverage: 1940 to present.,55,No,No,No,
21457154,World Newspaper Archive,"Historical newspapers from North America, Latin America, the Caribbean, Africa and South Asia. (note: North American section includes Mexico, the Caribbean, Central America, and the US.)",http://infoweb.newsbank.com/?db=WHNPX,5/10/16 14:59,,,Center for Research Libraries Newsbank Readex,Yes,worldnewspaperarchive,"Asian Studies, History, Latin American Studies, News and Newspapers",Access Note: Vanderbilt and CRL member institutions. Coverage: 18th - 20th centuries.,115,No,No,No,
21457155,World Politics Review,"Articles on foreign policy, international politics and foreign affairs by experts from journalism, research organizations, academia, government, etc.","https://search.ebscohost.com/login.aspx?authtype=ip,uid&custid=s8863683&profile=ehost&defaultdb=wpr",5/10/16 14:59,Law Library,,,Yes,worldpoliticsreview,Law,,0,No,No,No,
21457158,World Shakespeare Bibliography Online,"Annotated entries for scholarly and popular Shakespeare materials. Reviews of books, productions, films, and audio recordings.",http://www.worldshakesbib.org,5/10/16 14:59,,,,Yes,worldshakespearebibliography,"English, Theatre",Coverage: 1960 to present.,5,No,No,No,
2504653,World Trade Organization: International Trade and Market Access Data,"Annual compilation of global trade statistics. Includes detailed analysis and tables (leading traders, trade by sector and product, regional trade, LDCs, etc).",http://www.wto.org/english/res_e/statis_e/statis_e.htm,2/25/09 16:48,Management Library,,,No,wtointernationaltrade,Business,,7,No,No,No,
21457159,World Who's Who,"Lives and achievements of the most distinguished men and women from almost every country in the world. Career, contact and other biographical details.",https://www.worldwhoswho.com,5/10/16 14:59,Divinity Library,,International Who's Who whos',Yes,worldwhoswho,"Biblical Studies, Church/Religious History, General, Latin American Studies, Portuguese, Religious Studies, Spanish, Theological Studies",,3,No,No,No,
42951443,World's Fairs: A Global History of Expositions,"Examines the innovations and phenomenon of international expositions by presenting official records, monographs, personal accounts, and ephemera for more than 200 fairs.",http://www.worldsfairs.amdigital.co.uk/,7/10/18 9:00,Alumni,,Adam Matthew,Yes,worldsfairs,"English, History, Primary Sources",Coverage: 1851-1967.,2,No,No,No,
